Geneid,WT1-BL_S30_L001,WT1-BL_S30_L002,WT2-BL_S31_L001,WT2-BL_S31_L002,WT3-BL_S32_L001,WT3-BL_S32_L002,atpA1-BL_S33_L001,atpA1-BL_S33_L002,atpA2-BL_S34_L001,atpA2-BL_S34_L002,atpA3-BL_S35_L001,atpA3-BL_S35_L002
b4460,2.344023345331867,2.6164781008098457,2.5768526148771795,2.531261713012763,1.241364871578618,1.968525939864271,5.185082839377202,4.199025896124046,5.601538884559293,4.822566504111542,2.9360228775167796,3.829070041486716
b1900,2.6121385742533594,2.9627512752074523,2.9281067590188536,2.591410506193264,1.6174615554430312,1.6322287090935792,4.120423027118181,4.159615535075384,4.8785638189378,5.391536213165259,4.47869338630717,4.753826579808036
b1901,1.9064349361275685,1.4284913267552743,2.3300631361162147,1.982821675193331,0.5893348380221723,1.248902269836754,1.4769629906104758,2.121824086073807,3.350738714581832,3.264659217803904,3.3554857172980017,3.0251623689687506
b1902,37.68942799994133,36.72154334539374,35.206997935821924,37.53198170901662,33.68680029480309,24.648827961659062,91.27550130160068,105.99904013006746,142.83678474096175,138.63142178460149,128.7374421477022,128.74946986980098
b4537,59.67492766657377,60.99924143753113,65.48501616062879,72.23136102489991,116.91982232904168,103.26807544126356,66.05757551411688,63.30654681519437,49.19035594151148,52.00135754073361,47.96100785894788,39.049289762708874
b4663,20.294307384583792,18.37549562752662,27.194370819393487,32.135385770374675,38.225476907576066,53.46286071370143,36.19930512795967,33.93336562630618,38.129095717655325,31.07054979703026,22.74738666752277,34.42426143998923
b1904,4.3219358319021035,3.795508356113048,4.746424906903401,3.488297391543823,5.042086947523029,3.2709345162391172,8.331586100879607,8.23560850225344,8.8014043233899,9.249867783777727,6.108094568131114,9.02346711908007
b1905,84.35585599616155,82.10644883615636,78.03228120811809,75.96834851945532,60.92160132807516,52.019681463079934,213.20829973817212,206.344110487119,186.9784444408378,196.4695517220542,161.79617109042658,164.95205481743548
b1906,16.235445907667035,17.933776982634154,21.1946127573648,17.349689657941646,6.0775155171036515,8.095562927691816,43.81893564931368,41.39707465228457,48.012558686573875,48.23533994305268,35.63418741800776,35.05947102608427
b1907,15.873765182001184,14.204971867432992,17.373433436845197,17.177910552417472,21.421737862266333,20.74290651139757,26.35585900228747,25.950754576934262,30.587058589206478,27.345561368931712,29.683006948311846,26.29901585611624
