Geneid,WT1-BL_S30_L001,WT1-BL_S30_L002,WT2-BL_S31_L001,WT2-BL_S31_L002,WT3-BL_S32_L001,WT3-BL_S32_L002,atpA1-BL_S33_L001,atpA1-BL_S33_L002,atpA2-BL_S34_L001,atpA2-BL_S34_L002,atpA3-BL_S35_L001,atpA3-BL_S35_L002
b2044,2.304274433698167,2.0256822418008005,2.256552010137323,2.277604005514057,1.7609427689426316,1.7701982413239694,2.3106559010795777,2.294479074126046,2.3230032593247145,2.4145384808414914,1.8729381146278403,1.9708687056520058
b2045,1.4133058495106867,1.1686320756392319,1.3355476815520424,1.4426175772721863,1.3496804205025732,1.2778716373308414,1.4159038000211408,1.6449316624995538,1.78796357362306,1.636997083020629,1.822957438228134,1.4465886284436322
b2046,0.6937423930065956,0.5838870365449564,0.6779599358190203,0.6443852431494577,0.3064842092440795,0.71099839197917,0.7844747713903399,0.6560774848850224,0.8053992216480896,0.8752888956536782,0.6539437394781396,0.3115801384267433
b2047,0.648343702346881,0.4357512257674069,0.6333825983857573,0.7504017447162339,0.7025302796430923,0.3734413577459768,0.5295265210022153,0.8911463969234296,0.8752816589605424,0.6687952723785712,0.8155699641217259,0.8210948244039615
b2048,0.9505140801156191,1.1446392249484187,1.0253189382332564,1.0294930211974613,0.9211880304262003,0.8607199340708853,0.7632733314902616,0.9955499075850577,1.0729041526246883,1.080257345000467,0.9470727619631584,0.8320137849227155
b2049,0.918179777882219,0.6380756498273199,0.76530550626627,0.965016290846541,0.6493110128363881,0.6911594604572562,1.1204019000258303,1.0194958606151936,1.1472868573253305,1.154973961982733,1.0235341529967412,0.8825107395210801
b2050,0.884086892591005,0.8510031624801507,0.9397104893381679,0.8299121584868303,0.6526025579011496,0.4186906581585166,0.9053344858214525,0.7219114656260722,0.7766927653361404,0.7825305309913299,0.9867080401929264,0.7144297007831077
b2051,0.8164248334522296,1.3432263776883733,0.7985457432910615,0.9937908866632934,0.5716294794477637,0.8942320784403403,0.7680594394872184,0.6702845200493885,0.6836687680700764,1.153317140591307,1.3059629841675329,0.801394934953601
b2052,0.960057174732549,0.3986315610361029,0.3853181664104064,0.5778532080316637,0.5686950159444166,0.8900865207729342,0.7140420659873462,1.0411619616745043,0.7848763190603627,0.7907602894860596,0.6647890782305256,1.1250393318606537
b2053,1.3016444503150222,1.0294371200672192,1.2128239364280409,1.0795310817370634,0.6526025579011496,1.2090616057239032,1.487709848365594,1.4965123481064642,2.021576448919586,1.5547586970361875,1.4991845609367562,1.8246266316304123
b2054,0.41434508876905424,0.5340560517391719,0.6216991386481752,0.4060497763132018,0.27804065824887986,0.28034765224710795,0.26888356301757854,0.38982635046553793,0.27740288502252425,0.8924330390130562,0.47116260807463384,0.6036383443647215
b2055,0.5743626038334435,0.4972916258706761,0.10993604745039194,0.3090529624758958,0.303709277865005,0.0,0.37977804901740625,0.38295056963973145,0.39136161973308475,0.3946962631132218,0.13042701634464385,0.3633113806408613
b2056,0.26296697644170064,0.20344724567279593,0.36890047187220987,0.3707533309975339,0.4171760083824432,0.3123104600922249,0.40403995091554445,0.3022416330818616,0.4162622802384414,0.1950181802222871,0.23153949184794975,0.49550344148915687
b2057,0.8478170878387885,0.38171836954445654,0.6624211061066415,0.8330176190801266,0.4680231257172903,0.1953687676219778,0.7592314793893061,0.8418926489030117,0.7389247449166982,1.0436358826389163,1.0317641918733422,0.8636413771598273
b2058,0.9971403619619902,0.5878095610465188,0.16473036757644333,0.8887089731301737,0.3087410732003766,0.16401710449303725,0.42762727118095034,0.8581428115091294,0.8742748452257355,1.0576537390436505,0.784665662136183,0.6629269902679316
b2059,0.8458122645873258,1.257483011275618,0.5781155709542454,0.19109530308861597,0.09687890871056033,0.6422224864520405,0.6188043101233207,0.7449107633157963,0.8172991620389303,1.0351697401900044,0.7425555400988113,0.9514291671387154
b2060,0.50813619486503,0.6494192108873362,0.6546647254707145,0.4114391857720034,0.3445298916202111,0.37786759712924145,0.9138014467358043,1.0355507793352798,1.1268744528151773,1.0612304060983768,0.9617122070776948,0.9679358873499138
b2061,0.34964540624649143,0.0,0.0,0.1813881188614446,0.17811639654852185,0.17964538136051925,0.46465559590458616,0.5959520085313228,0.1776938510597731,0.3387975973442494,0.21311430732167266,0.5673573086770682
b2062,0.45821662492142984,0.28184028500716723,0.3327594656900432,0.273477780653047,0.2686934591261793,0.20781665959377882,0.7990677359634575,0.72020218805506,0.3854864962587647,0.5997676806774225,0.4562770502227423,0.3925941174320163
b2063,5.476049981058063,5.4961978399643,5.656472348271098,5.652706404370328,5.200271203265606,5.090897551628674,5.9316151138734865,5.950913378271193,5.991921961153895,6.023074310866796,5.972688902110554,5.9309278815952
b2064,5.557824037075089,5.593735344702074,5.688345670388411,5.616550922814073,5.55290668888972,5.513541296659076,5.965458593237436,5.929739303807611,6.161176168809706,6.142321491175245,6.033500350981106,6.058610369809081
b2065,6.8286415953002875,6.8859338893253454,6.9946636375261395,6.948910985543998,7.3127953159311,7.249231113363367,7.132775627140372,7.0487332385961725,7.237376126354649,7.20660149037062,7.171731181619193,7.22632415992874
b2066,6.74050529024242,6.761005965288367,6.793266985198006,6.714957213696692,7.5022622784991375,7.492707174414841,6.397565593122878,6.357611963617449,5.828838490425348,5.95540995460565,5.81983717114273,5.882127327212067
b2067,2.8447288074417973,3.0883490836537777,2.9619623855219617,2.9424381209677226,2.4034117483666293,2.4613050284357962,3.4727294767602226,3.5371223275509456,3.4909859953653157,3.5953668254858497,3.518432525857243,3.538115078315491
b2068,3.0803129247127656,2.779527290605294,3.5260439175347713,3.190214537734003,2.3375799129016497,2.203551564469175,3.967090764810914,3.6896307218334954,4.031633063025402,3.9510297487758455,3.8975091457582383,4.173922407041182
b2069,4.48956011221288,4.4591457626285065,4.332536859393943,4.383509507257864,5.057381988535328,5.105179490657423,3.8834449860542986,3.9402265440270465,3.099353580106541,3.256430686342055,3.06448632405971,3.0847193100009487
